By,"Status (complete, in progress, out of range, not map)",root_url,collection,Notes,Thumb,IIIF,georeference,Georeference Annotation ,XYZ map tiles,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
,skip,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,duplicate,,https://archives.mountainscholar.org/iiif/2/p17393coll70:131/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:131/info.json,,,specm_focovicinity_1950_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CITY OF FORT COLLINS Fort Colli'it* MOST VIOLATED Traffic Laws AND VICINITY legenq ITMT -Â»â„¢Â«T .ouyÂ« THROUGH STREETS Fort Collins, all unmarked Municipal Power Plant 8 Fort Collins Historical Marker Pioneer Museum. Fort Collins Public Library. Auntie Stone Cobin. Colorado ASM College- Free Municipal Swimming Pool. Golf Course. Lorimer County Hospital. Fort Collins City Hall. Larimer County Courthouse. Fort Collins High School. Old Camp Collins Site. Post Office. Lincoln Junior High School. Stage Coach House. Typipgl New Residential Area. Red Lights there is no right turn on a red traffic Right of Way the car on the right has right-of- intersections . Speeds residential districts the business districts school zones city parks, cemetery alleys In Fort Collins light. Drivers must stop back of the side walk line and wait for the light to change. For further information contact any member of the Fort Collins Police Department, any Fort Collins Junior Chamber of Commerce member, or any civic-minded business listed on the reverse side of this map. Illi uni 2 1? i is 0 a j I ii",,specm_focovicinity_1950_001.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/131,131,132.jpg,/p17393coll70/image/132.jpg
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:132/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:132/info.json,,,specm_focovicinity_1950_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMERICA'S NUMBER ONE BRAND NAMES SPORTING GOODS STORE Fishing Tackle - Guns - Amunition - E.T.G. Camping & Athletic Equipment Hunting & Fishing License 140 N. College Georgeâ€™s Place Pool Billiards Beer Sandwiches Dancing Nightly after 7:00 P.M. Free Delivery on Case Lots. 200 - 206 Walnut Phone 954 Shinn Pharmacy Where Pharmacy is a Profession FREE DELIVERY SERVICE Photographic Supplies NORTHERN HOTEL CORNER PHONE 92 Financing Autos Since 1920 Securities Credit Corp, 174 NORTH COLLEGE AVE. , PHONE 11 OR 12 Fort Collins Colorado HOTELS NORTHERN - ARMSTRONG ACE GILLETâ€™S CAFE & COFFEE SHOP We hope you will drive carefully and make your stay in Ft. Collins a pleasant one. Police Chief O. P. KELLEY Where Quality & Price Go Hand in Hand ARMSTRONG TIRES Factory Prices Gr. ff m Co. 701 N. College Ft. Collins, Colo. RICE WARREN FUNERAL HOME ""To Serve Humanity Better"" Harold A. Warren AMBULANCE SERVICE Always Available 121 West Olive E & J COMPANY POUDRE VALLEY BOTTLING WORKS Fort Collins Oldest Soft Drink Distributor SgIom. Phone 475 WHERE THE FINEST BEAUTY SERVICE COSTS NO MORE Free Parking in Rear. 143 N. College GHENT MOTOR COMPANY FORD - MERCURY - LINCOLN Sales & Service Offset and Letterpress Printing COMPANY Home of the FORT COLLINS SHOPPING GUIDE 167 North College Phone 3145",,specm_focovicinity_1950_002.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/132,132,133.jpg,/p17393coll70/image/133.jpg
Bronson,complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,cool map,,https://archives.mountainscholar.org/iiif/2/p17393coll70:133/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:133/info.json,https://annotations.allmaps.org/images/d78ba1c17a6ed182,https://allmaps.xyz/images/d78ba1c17a6ed182/{z}/{x}/{y}@2x.png,City of Fort Collins and vicinity,,Unidentified mapmaker,,,,,,,,,,Fort Collins (Colo.),,,,,,,,,,,,1950s?,,,,,1950; 1951; 1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959,A street map of Fort Collins with significant buildings and landmarks labeled. Fort Collins&#x27; most violated traffic laws are listed in the upper righthand corner.,,,,,,Fort Collins (Colo.) -- Maps,,English,eng,,maps (documents),11 x 12 inches,StillImage,,Special Collections Maps,,,,Colorado State University. Libraries,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://libguides.colostate.edu/copyright.",,,,This Item is protected by copyright and/or related rights (https://rightsstatements.org/vocab/InC/1.0/). You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,specm_focovicinity_1950,,,,https://hdl.handle.net/10217/02.0043573,G4314.F67 1950z .C57; Catalog record number (MMS ID): 991012881819703361,,,,,,,,,,,,index.cpd,,6/11/25,7/20/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/133,133,134.cpd,/p17393coll70/supp/133/index.pdf
Violet,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,"Does not fit perfectly due to different map projections, but close",,https://archives.mountainscholar.org/iiif/2/p17393coll70:134/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:134/info.json,https://annotations.allmaps.org/images/d77ee3b09c53059c,https://allmaps.xyz/images/d77ee3b09c53059c/{z}/{x}/{y}@2x.png,specm_folio_1974_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B W 0 G M Longmonl Wiay. â€¢ GRAND 4 \\#enbutg N 'J 3 * * â€¢ Siguache "", irton AjN ^*4^ rÂ«^.\ T*â€™ 'Â» ""V â€˜ ifc-&lt;,â€™,.3 EXISTING LAND USE COLORADO, 1973 srs-^^^sr^s rss SSiaBssB |fS= SfS'F^SxS M4aWeat*SCS 'rX oftci/*Â°'Â° t*,â€a LEGEND Irrigated cropland, pastureland and hayland includes land used tor the production of adapted irrigated crops and irrigated forage plants for hay or irrigated pasture This category also includes orchard and vineyard crops. Non-lrrigated cropland includes land used for the production of adapted non-irrigated crops. Urban areas include land which is presently used for permanent dwelhngs, commercial and industrial facilities and assoc-ated service facilities This category also includes airport facilities. Subdivisions under development include land which is platted and being sold Less than half of the area is occupied by permanent structures, streets and service facilities. Classified recreation land includes land used primarily for recreation, preservation, and wildlife management. This category Includes state parks and wildlife management areas and federal parks, monuments, wilderness, and primitive areas. Lakes and other large bodies ot permanent water shown are forty acres or greater In size. Other land uses include stoop, rocky, and barren land, mill tailing ureas, mine dumps and mined areas, and land used for military maneuvers Scale 1 SO) CW 'f Published By COLORADO LAND USE COMMISSION January, 1974 â€¢ Denver, Colorado",,specm_folio_1974_01.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/134,134,135.jpg,/p17393coll70/image/135.jpg
Cy,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,"Map has a weird frame, doesn't fit perfectly but close",,https://archives.mountainscholar.org/iiif/2/p17393coll70:135/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:135/info.json,https://annotations.allmaps.org/images/81f5cff4ad8c54a3,https://allmaps.xyz/images/81f5cff4ad8c54a3/{z}/{x}/{y}@2x.png,specm_folio_1974_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAND OWNERSHIP COLORADO, 1974 LEGEND privately owned City and/or County State Land Board Indian Lands u. S. Forest Service Bureau of Land Management National Park Service U. S. Bureau of Sport Fisheries and Wildlife U. S Bureau of Reclamation N Scale 1:500,000 Published By COLORADO LAND USE COMMISSION Denver, Colorado January, 1974 Data suppled by the U.S. Bureau of Land Management. U.S. Soil Conservation Service, Colorado Board of Land Commissioners, and the Colorado State Forest Service made the compilation of this map possible. State Division of Wildlife and Division of Parks and Outdoor Recreation Military. Atomic Energy Commission, and Department of Commerce Ihe purpose of this map is to delineate patterns ot public and private land holdings, it utilizes eleven classifications ot ownership seven federal, two state, one local, and a single classification for all private land. Federal land holdings encompass o&lt;er 24 million acres in Colorado, approximately 36 percent of the total state land acreage. Federal land grants administered by the state total more than 3 million acres, over 4 percent ot the total land acreage in Colorado Private ownership accounts for 60 percent of total state acreage and covers 42 million acres. Within the private sector are several million acres in which a variety of minerals such as coal. oil. and gas were reserved by the Federal Government While there arc many exceptions, federal land holding patterns generally correspond with certain physical characteristics: topography, soil type, vegetation, ci mate, and mineral resources River valleys, grassy bottomlands, and high plains are largely privately owned The foothills, typified by sagebrush and piton juniper-covered lands, are often administered by the Bureau ot Land Management; and the pine forests and alpine regions at high altitudes arc commonly controlled by the U.S. Forest Service Associated with each ownership classification is a land acquisition and disposition policy which acts as a mayor force m determining the future development patterns for Colorado. The U.S. Forest Service is concerned with consolidation of land ownership within forest boundaries, primarily astride major drainages But the Forest Service has no explicit policy to consolidate ownership as a source of beneficial influence on surrounding lands. Both the Forest Service and the Bureau of Land Management operate with a similar multiple use philosophy; Management of federal lands to achieve a variety of optimum long-range social benefits. Ownership by both agencies is hkety to remain relatively stable but utilization wvj change and intensity to accommodate changing public demands Typocal utilization of federal lands includes management of renewable resources such as watershed lumber and woodland products and native forage production tor wildlife and domestic livestock. Included also are development and production of non-renewable resources, such as base metals, and. increasingly, energy fuels - oil and gas. coal, and uranium Federal lands also serve as transportation and communication routes â€” roads and highways, electrical power and oil and gas pipelines. The public domain also provides a significant and wide range of public outdoor recreation uses. Lands administered by the National Park Service must accommodate a contmumg increase in recreational use which affects the intensity of land use in surrounding areas New land acquisition by the Park Service is expected to be negligible, however, since more attention is being given to averting recreation traffic to areas administered by other public agencies and the private sector. Indian lands arc expected to have a similar policy, that is. negligible land acquisition with increased utilization of service facilities as industry locates on Indian lands Military land ownership may be expanded by the proposed extension ot Fort Carson into Pueblo County However, as the needs of the military change, outdated installations may be closed and possibly transferred to another public agency The state school and grant lands are held m trust by the State Board of Land Commissioners It is the policy of the Board to administer these lands in such a manner, commensurate with a multiple use concept, as to provide the optimum return to the common school funds of the state. State trust lands are to be considered in the same category as private lands for the purpose of planning and land use The State Division of Wildlife and the Division of Parks and Outdoor Recreation are fiscally limited m their powers of acquisition, but do have a potoy of attempting to meet recreation needs of the state's population Privately owned lands are experiencing major development. Most of this development is occurring in the Front Range region. Additional significant pressure is bomg exerted in other regions of the state particularly where private land is adjacent to large docks of public land. w B N E S K A 0 M N G â€¢Holyoke B â€¢EsTfc â€¢ Akron Meeker Kre â€¢ BOULDER U M R N N DENVER Â® Golden E Georgetown R D E R S O N Rif I rings V co K N â€¢ Hugo â€¢ GRAND JUN M S Buffo N N N H â€¢ DeltB E S (n Salida â€¢ Eads N W â€¢ Ordway N W â€¢ Dove SAN N M N N â€¢ Springfield N O H â€¢ Trinidad â€¢ Conejos w M X â€¢ Burlington â€¢ COLORADO SPRINGS R S o N u â–  ll D C GUN D E R R Â§ 0 M A â€¢ Brighton J R O C if Â° â€¢ S $1 PRO 1 -â–  â–  â€” -â€” â–  - ""J TP W *â–  -â–  * â–  i* . â€¢ j â€¢ L 'â–  1 -1 \ â–  â–  â€¢ Fort Me J r rgon â–  &gt; M PO R- G A â– n â–  1 - â–  1 - -i - _L . â–  â–  â–  1 M | x â–  IKT-.rn-L â€™ j * _&gt;Del Norte * X L P-M O S A V*z* â€” â–  - 1 I r â€¢ Alam- i 1 J ,",,specm_folio_1974_02.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/135,135,136.jpg,/p17393coll70/image/136.jpg
Cy,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,"Map has a weird frame, doesn't fit perfectly but close",,https://archives.mountainscholar.org/iiif/2/p17393coll70:136/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:136/info.json,https://annotations.allmaps.org/images/35f198c9fb5f8a37,https://allmaps.xyz/images/35f198c9fb5f8a37/{z}/{x}/{y}@2x.png,specm_folio_1974_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sis*! l""fia ^iMta ss Mil â€˜Sis SSI _o .131 iteÂ«ssÂ»!â€™ - saEgffiik 5W!â€™!88HaEBS iK&r^Ai ini â€œISÂ® w Iv SELECTED ENERGY RESOURCES AND PIPELINES COLORADO, 1974 â– Eg LEGEND COLORADO LAND USE COMMISSION",,specm_folio_1974_03.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/136,136,137.jpg,/p17393coll70/image/137.jpg
Bronson,complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,not perfect fit due to different map projections,,https://archives.mountainscholar.org/iiif/2/p17393coll70:137/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:137/info.json,https://annotations.allmaps.org/images/8f462c4263c7323a,https://allmaps.xyz/images/8f462c4263c7323a/{z}/{x}/{y}@2x.png,specm_folio_1974_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J^T^Taqis'o j yKn; â€¢-â–  mo Â£&Â£?! ELECTRICAL POWER PLANTS AND DISTRIBUTION SYSTEMS COLORADO, 1974 LEGEND COLORADO LAND USE COMMISSION iiL -^S",,specm_folio_1974_04.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/137,137,138.jpg,/p17393coll70/image/138.jpg
Bronson,complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,not perfect fit due to different map projections,,https://archives.mountainscholar.org/iiif/2/p17393coll70:138/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:138/info.json,https://annotations.allmaps.org/images/ae08ee2f8a8397c2,https://allmaps.xyz/images/ae08ee2f8a8397c2/{z}/{x}/{y}@2x.png,specm_folio_1974_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E M S G K MAVBEl R .RTZWZjl ZUM. R B N 3 GOlt&gt; BRICK M M B U Â£ CRSEOE E&gt;SÂ®f&lt; ISAgl U B M E Â«luSger c(ieek Â«&lt;Â« ; ( Rl ik ZJ F f -Jjls L. U .4J1 SF 1 SELECTED MINERAL LODE RESOURCES COLORADO, 1974 mmerai processing â€¢st be marketed out i concentrates must Â»r Company in Salt matters m the U.S. lutsxte or ""custom"" ipai fluorspar atlee County, northeastern vanadium haÂ«e been taken from ho uraninite Colorado's mining, no n Colorado i Mountain m In this controlled is provide * and the cover the co are indicated Many of the highly mineral- &gt; IS an erosionai zone ot exposed igneous in the intrusive stocks, dikes and volcanic ir. lead, and zinc occur in close association i alloys and ts at Climax os I. above contain as ed between ened below ently in the e favorable sently operating mined and only e District are in LEGEND Mining districts for which accurate production figures are available. M&gt;CuP,,&gt; (Ag. Cu. PO. Zn. Au) (Cu. Zn. PO. Ag. Au) (PO. Ag. Au. Cu. Zn) (Au. Afl. PO. Cu) (Au. Ag.PO. Cu. Zn) (Au Ag Pt.. Cu.Zn) (Au. Ag Cu.PO) (Au. Ag. Po. Cu. Zn) (Zn Po Ag Au Cu) (Au. Ag. Cu. Pt&gt;. Zn) (Cu.Ag.AvPO) (Av. Ag Cu Po Zn) SZn Po. Au. Cu) PO. Cu. Au) t-u. Afl. Cu. Pt&gt;. Zn) (Au. Cu PO Cu) (Au. PO. Zn. Ag. Cu) (Au Ag PO. Zn. Cu) (Au. Ag) Po. Cu) MIHSRALS iessm; (PO. Ag. Au. CU Zn) (Ag Cu A, Po) (Zn Au. PO Ag. Cu) (Ag PC. Au. Cu. Z"") (Po AÂ® Zn, Au. Cu) (Au. PO. Ag. Cu. Zn) (Au Ag PO. Cu) (Au. Ag. Cu. PO) (Au. Ag. Cu. PO) (Ag Ph. Au.Cu.Zn) (Ag Au.Cu.Zn.P0) (Ag. PÂ©. Au. Cu) (Zn. Ag Cu.PO.Au) IKW Mining districts with incomplete production figures Published By COLORADO LAND USE COMMISSION January, 1974 â€¢ Denver, Colorado",,specm_folio_1974_05.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/138,138,139.jpg,/p17393coll70/image/139.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,not able to remove background in mapviewer,,https://archives.mountainscholar.org/iiif/2/p17393coll70:139/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:139/info.json,,,specm_folio_1974_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T COMMISSION i COLORADO LAND USE POTENTIAL AVAILABLE GROUNDWATER COLORADO, 1974 sgii ill!",,specm_folio_1974_06.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/139,139,140.jpg,/p17393coll70/image/140.jpg
Bronson,complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,not perfect fit due to different map projections,,https://archives.mountainscholar.org/iiif/2/p17393coll70:140/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:140/info.json,https://annotations.allmaps.org/images/f18b1577d42ebeae,https://allmaps.xyz/images/f18b1577d42ebeae/{z}/{x}/{y}@2x.png,specm_folio_1974_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B S K W 0 M G N SNOW DEPTH COLORADO, 1974 M M. S 7& Jo G R B ,N 'X, M s B LEGEND E B M Published By COLORADO LAND USE COMMISSION 0 K 0 0 E W M R S",,specm_folio_1974_07.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/140,140,141.jpg,/p17393coll70/image/141.jpg
Bronson,complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,not perfect fit due to different map projections,,https://archives.mountainscholar.org/iiif/2/p17393coll70:141/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:141/info.json,https://annotations.allmaps.org/images/bfeea2d92afdf0b8,https://allmaps.xyz/images/bfeea2d92afdf0b8/{z}/{x}/{y}@2x.png,specm_folio_1974_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"â€¢â€¢WHS ilta a vu^l &lt;RJPÂ®jbJ5 â– [ ' X iBfcSS-^ 1 rli WATER SERVICE AREAS COLORADO, 1974 LEGEND Proposed service areas Published By COLORADO LAND USE COMMISSION January, 1974 â€¢ Denver, Colorado Existing and proposed water service areas are an indicator ot future population expansion and subdivision activity in Colorado As planning progresses in tho slate, its implementation should be reinforced by equitable water allocation. Historically, the majority of Coloradoâ€™s water has been allocated for agricultural purposes. This has resulted m a decline of quantity and quality for residential expansion. Lowering water tables and saline or brackish water in portions of the Denver Basm and eastern third of the state could create problems for future development in such areas Because of the decline in agricultural actrvity in many of Coloradoâ€™s mountain vaaeys, prior agricultural water rights m these areas aren t being fully utilized by their present owners Such rights are being purchased for subdivision needs and consequently lost for further agricultural purposes Within Coloradoâ€™s Front Range corridor, some of these problems could be solved through adjusted water allocation between agnculturai water uses (presently 90-95 per cent of the total water use here) and anticipated population needs Scattered and isolated subdivision activity in the Front Range is creating water supply problems in areas where the geology and surface and subsurface water conditions preclude economic development for residential use Some conflicts m water use have occurred In mountain subdivision activity because of lack of knowfedge of the physical effects and legal implications of downstream demands Future recreational and residential growth centers on Coloradoâ€™s Western Slope could utilize the surplus water supply available there Existing downstream water commitments and continued transmountam diversions for Colorado's Eastern Slope could affect the adequacy of water supply but planned future growth should not conflict with such demands While Colorado has an adequate water supply for controlled growth, the problem of logical planning lies not so much in the location of water sources, but in the allocation, or adjudication of water rights. Planning at the local, regional, and state level will require a system of water priorities based on well-documented studies concerning the quaMy and quantity of available water for the Implementation of a viable land use program.",,specm_folio_1974_08.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/141,141,142.jpg,/p17393coll70/image/142.jpg
